2026-01-29 10:41:07 | USER=SANKHYA | SID=1953 | SERIAL=36891 | HORAS=0 | MINUTOS=0 | CLIENT=u= 0, t_name= default task-19227 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:26:50 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 61, t_name= default task-19315 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:26:50 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=3 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:26:50 | USER=SANKHYA | SID=1380 | SERIAL=9287 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19306 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:26:50 | USER=SYSTEM | SID=2407 | SERIAL=58455 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:26:53 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:26:53 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 635, t_name= default task-19295 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:26:53 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19297 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:26:53 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=3 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:26:53 | USER=SANKHYA | SID=928 | SERIAL=63574 | HORAS=0 | MINUTOS=0 | CLIENT=u= 617, t_name= default task-19306 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:26:53 | USER=SYSTEM | SID=1268 | SERIAL=48832 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:26:56 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=latch: cache buffers chains | MACHINE=localhost
2026-01-29 11:26:56 | USER=SANKHYA | SID=803 | SERIAL=18321 | HORAS=0 | MINUTOS=0 | CLIENT=u= 635, t_name= default task-19295 | EVENT=row cache mutex | MACHINE=localhost
2026-01-29 11:26:56 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=4 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:26:56 | USER=SANKHYA | SID=1602 | SERIAL=28352 | HORAS=0 | MINUTOS=0 | CLIENT=u= 124, t_name= default task-19297 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:26:56 | USER=SYSTEM | SID=1268 | SERIAL=36768 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:26:59 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:26:59 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=4 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:26:59 | USER=SYSTEM | SID=1268 | SERIAL=34494 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:02 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:02 | USER=SANKHYA | SID=1953 | SERIAL=16131 | HORAS=0 | MINUTOS=0 | CLIENT=u= 10, t_name= default task-19309 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:02 | USER=SANKHYA | SID=473 | SERIAL=8733 | HORAS=0 | MINUTOS=4 | CLIENT=None | EVENT=TCP Socket (KGAS) | MACHINE=WORKGROUP\M262
2026-01-29 11:27:02 | USER=SYSTEM | SID=1268 | SERIAL=7943 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:05 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:05 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 635, t_name= default task-19309 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:27:05 | USER=SYSTEM | SID=1268 | SERIAL=8113 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:09 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:09 | USER=SANKHYA | SID=1953 | SERIAL=16131 | HORAS=0 | MINUTOS=0 | CLIENT=u= 112, t_name= default task-19305 | EVENT=row cache mutex | MACHINE=localhost
2026-01-29 11:27:09 | USER=SANKHYA | SID=803 | SERIAL=18321 | HORAS=0 | MINUTOS=0 | CLIENT=u= 648, t_name= default task-19297 | EVENT=row cache mutex | MACHINE=localhost
2026-01-29 11:27:09 | USER=SYSTEM | SID=1268 | SERIAL=48181 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:11 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:11 | USER=SYSTEM | SID=1268 | SERIAL=20092 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:14 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:14 | USER=SYSTEM | SID=1268 | SERIAL=4215 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:17 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:17 | USER=SANKHYA | SID=1371 | SERIAL=31461 | HORAS=0 | MINUTOS=0 | CLIENT=u= 526, t_name= default task-19297 | EVENT=row cache mutex | MACHINE=localhost
2026-01-29 11:27:17 | USER=SYSTEM | SID=1268 | SERIAL=28305 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:20 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 74, t_name= default task-19311 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:20 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:27:20 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 74, t_name= default task-19297 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:20 | USER=SANKHYA | SID=1371 | SERIAL=31461 | HORAS=0 | MINUTOS=0 | CLIENT=u= 88, t_name= default task-19295 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:27:20 | USER=SANKHYA | SID=803 | SERIAL=4999 | HORAS=0 | MINUTOS=0 | CLIENT=u= 546, t_name= CabecalhoNota:DataPager_A78471A2FFD038354B55AE78 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:27:20 | USER=SYSTEM | SID=1268 | SERIAL=57655 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:23 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 26, t_name= default task-19311 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:23 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:27:23 | USER=SANKHYA | SID=1721 | SERIAL=17227 | HORAS=0 | MINUTOS=0 | CLIENT=u= 94, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:23 | USER=SANKHYA | SID=1602 | SERIAL=28352 | HORAS=0 | MINUTOS=0 | CLIENT=u= 575, t_name= default task-19312 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:27:23 | USER=SYSTEM | SID=2407 | SERIAL=47099 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:26 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 510, t_name= default task-19295 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:26 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file parallel read | MACHINE=localhost
2026-01-29 11:27:26 | USER=SYSTEM | SID=2407 | SERIAL=6426 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:30 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:30 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_6AE0DA39FDFA679A3981D6FC87F9 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:30 | USER=SANKHYA | SID=2406 | SERIAL=34254 | HORAS=0 | MINUTOS=0 | CLIENT=u= 575, t_name= default task-19311 | EVENT=SQL*Net more data to client | MACHINE=localhost
2026-01-29 11:27:30 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 625, t_name= CabecalhoNota:DataPager_752CA9642E146151A6EC761B | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:27:30 | USER=SYSTEM | SID=2407 | SERIAL=25759 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:32 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:32 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_6AE0DA39FDFA679A3981D6FC87F9 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:32 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 625, t_name= CabecalhoNota:DataPager_752CA9642E146151A6EC761B | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:32 | USER=SANKHYA | SID=1953 | SERIAL=63526 | HORAS=0 | MINUTOS=0 | CLIENT=u= 232, t_name= default task-19297 | EVENT=SQL*Net more data to client | MACHINE=localhost
2026-01-29 11:27:32 | USER=SYSTEM | SID=2407 | SERIAL=37542 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:35 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:35 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 648, t_name= default task-19306 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:35 | USER=SANKHYA | SID=928 | SERIAL=63574 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_2810D4FF5EFA20C1AED1ABF3967F | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:35 | USER=SYSTEM | SID=2407 | SERIAL=63336 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:38 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 88, t_name= default task-19305 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:27:38 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:38 | USER=SANKHYA | SID=928 | SERIAL=63574 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_2810D4FF5EFA20C1AED1ABF3967F | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:38 | USER=SYSTEM | SID=2407 | SERIAL=50998 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:41 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:41 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 88, t_name= CabecalhoNota:DataPager_37675082C311A93A2E886443B | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:27:41 | USER=SYSTEM | SID=2407 | SERIAL=58367 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:44 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=7 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:44 | USER=SYSTEM | SID=2407 | SERIAL=17557 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:47 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:47 | USER=SYSTEM | SID=2407 | SERIAL=43681 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:50 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 61, t_name= default task-19314 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:50 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:50 | USER=SANKHYA | SID=1380 | SERIAL=9287 | HORAS=0 | MINUTOS=0 | CLIENT=u= 61, t_name= default task-19305 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:50 | USER=SYSTEM | SID=2407 | SERIAL=11548 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:53 | USER=SANKHYA | SID=2518 | SERIAL=54533 | HORAS=0 | MINUTOS=0 | CLIENT=u= 526, t_name= CabecalhoNota:DataPager_358EF42B09508EF8E40E1A82 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:27:53 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:53 | USER=SYSTEM | SID=1268 | SERIAL=56502 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:56 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:56 | USER=SYSTEM | SID=1268 | SERIAL=13840 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:27:59 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:27:59 | USER=SANKHYA | SID=1602 | SERIAL=28352 | HORAS=0 | MINUTOS=0 | CLIENT=u= 638, t_name= default task-19312 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:27:59 | USER=SYSTEM | SID=1268 | SERIAL=18134 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:02 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:02 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 575, t_name= default task-19315 | EVENT=SQL*Net more data to client | MACHINE=localhost
2026-01-29 11:28:02 | USER=SYSTEM | SID=2069 | SERIAL=59340 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:05 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:05 | USER=SYSTEM | SID=2069 | SERIAL=58629 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:08 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:08 | USER=SANKHYA | SID=2065 | SERIAL=23336 | HORAS=0 | MINUTOS=0 | CLIENT=u= 510, t_name= default task-19309 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:28:08 | USER=SYSTEM | SID=2069 | SERIAL=57291 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:11 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:11 | USER=SYSTEM | SID=2069 | SERIAL=44290 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:14 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:14 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 575, t_name= default task-19312 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:28:14 | USER=SYSTEM | SID=2069 | SERIAL=38402 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:17 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:17 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 0, t_name= sw.mge.scheduler.adapter_Worker-8 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:28:17 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 487, t_name= default task-19306 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:28:17 | USER=SANKHYA | SID=928 | SERIAL=63574 | HORAS=0 | MINUTOS=0 | CLIENT=u= 0, t_name= sw.mge.scheduler.adapter_Worker-3 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:28:17 | USER=SYSTEM | SID=2069 | SERIAL=11636 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:20 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:20 | USER=SANKHYA | SID=2065 | SERIAL=23336 | HORAS=0 | MINUTOS=0 | CLIENT=u= 281, t_name= default task-19312 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:28:20 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 487, t_name= default task-19306 | EVENT=SQL*Net message from client | MACHINE=localhost
2026-01-29 11:28:20 | USER=SANKHYA | SID=928 | SERIAL=63574 | HORAS=0 | MINUTOS=0 | CLIENT=u= 74, t_name= default task-19315 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:28:20 | USER=SYSTEM | SID=2069 | SERIAL=26816 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:23 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:23 | USER=SANKHYA | SID=1721 | SERIAL=17227 | HORAS=0 | MINUTOS=0 | CLIENT=u= 112, t_name= default task-19312 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:28:23 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 281, t_name= default task-19295 | EVENT=cursor: pin S wait on X | MACHINE=localhost
2026-01-29 11:28:23 | USER=SANKHYA | SID=1491 | SERIAL=64994 | HORAS=0 | MINUTOS=0 | CLIENT=u= 26, t_name= default task-19309 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:28:23 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 18, t_name= CabecalhoNota:DataPager_1D047C6B9C609EB012807B09A | EVENT=SQL*Net more data to client | MACHINE=localhost
2026-01-29 11:28:23 | USER=SANKHYA | SID=1380 | SERIAL=9287 | HORAS=0 | MINUTOS=0 | CLIENT=u= 220, t_name= default task-19314 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:28:23 | USER=SANKHYA | SID=928 | SERIAL=63574 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_990E945A45E3148183C8B57BCBE2 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:28:23 | USER=SANKHYA | SID=803 | SERIAL=4999 | HORAS=0 | MINUTOS=0 | CLIENT=u= 281, t_name= default task-19297 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:28:23 | USER=SYSTEM | SID=2061 | SERIAL=7508 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:26 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:26 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 550, t_name= default task-19313 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:26 | USER=SANKHYA | SID=928 | SERIAL=63574 | HORAS=0 | MINUTOS=0 | CLIENT=u= 42, t_name= AD_CONTSEP:DataPager_990E945A45E3148183C8B57BCBE2 | EVENT=SQL*Net message to client | MACHINE=localhost
2026-01-29 11:28:26 | USER=SYSTEM | SID=2061 | SERIAL=59817 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:29 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:29 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 550, t_name= default task-19313 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:29 | USER=SANKHYA | SID=1835 | SERIAL=46296 | HORAS=0 | MINUTOS=0 | CLIENT=u= 281, t_name= default task-19309 | EVENT=SQL*Net more data from client | MACHINE=localhost
2026-01-29 11:28:29 | USER=SANKHYA | SID=1380 | SERIAL=9287 | HORAS=0 | MINUTOS=0 | CLIENT=u= 282, t_name= CabecalhoNota:DataPager_EF0359A808530D61B0F05F57 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:29 | USER=SYSTEM | SID=2059 | SERIAL=40201 | HORAS=0 | MINUTOS=0 | CLIENT=None | EVENT=SQL*Net message to client | MACHINE=M264
2026-01-29 11:28:32 | USER=SANKHYA | SID=2284 | SERIAL=8912 | HORAS=0 | MINUTOS=8 | CLIENT=u= 0, t_name= sw.default.scheduler_Worker-2 | EVENT=db file sequential read | MACHINE=localhost
2026-01-29 11:28:32 | USER=SANKHYA | SID=236 | SERIAL=16982 | HORAS=0 | MINUTOS=0 | CLIENT=u= 631, t_name= default task-19295 | EVENT=SQL*Net message from client | MACHINE=localhost
